dates,GDPC1,CPIAUCSL,FEDFUNDS,M2,BAA10YM,PCEPILFE,PCEPI,UNRATE
2017-07-01,18127.994,245.287,1.15333333333333,13670.1,2.09,108.076666666667,106.142,4.33333333333333
2017-10-01,18310.3,247.238333333333,1.20333333333333,13809.3,1.9,108.607666666667,106.817666666667,4.16666666666667
2018-01-01,18437.127,249.321666666667,1.44666666666667,13917.4,1.71,109.317666666667,107.588,4.03333333333333
2018-04-01,18565.697,250.679,1.73666666666667,14046.5333333333,1.85666666666667,109.926333333333,108.166,3.93333333333333
2018-07-01,18699.748,251.686333333333,1.92333333333333,14177.8,1.88666666666667,110.313666666667,108.552333333333,3.76666666666667
2018-10-01,18733.741,252.711,2.22,14274,2.10666666666667,110.822,108.961333333333,3.83333333333333
2019-01-01,18835.411,253.414,2.40333333333333,14469.9333333333,2.31666666666667,111.230333333333,109.188666666667,3.86666666666667
2019-04-01,18962.175,255.22,2.39666666666667,14647.3,2.26333333333333,111.807666666667,109.857,3.63333333333333
2019-07-01,19130.932,256.085,2.19,14921.1,2.22333333333333,112.255333333333,110.144333333333,3.63333333333333
2019-10-01,19215.691,257.887666666667,1.64333333333333,15234.5666666667,2.12,112.597333333333,110.542666666667,3.6
2020-01-01,18989.877,258.803,1.26,15608.3333333333,2.51333333333333,113.119,110.946,3.8
2020-04-01,17378.712,256.315333333333,0.06,17660.1333333333,3.22,112.846,110.445333333333,12.9666666666667
2020-07-01,18743.72,259.239333333333,0.0933333333333333,18403.2,2.66333333333333,113.728666666667,111.365333333333,8.83333333333333
2020-10-01,18924.262,261.044666666667,0.09,18930.9333333333,2.43666666666667,114.162333333333,111.821333333333,6.76666666666667
2021-01-01,19216.224,263.734,0.08,19599.4333333333,2.15,115.071333333333,113.058666666667,6.2
2021-04-01,19544.248,268.557666666667,0.07,20351.5,1.96333333333333,116.774,114.838333333333,5.93333333333333
2021-07-01,19672.594,272.887333333333,0.09,20825.0333333333,1.91333333333333,118.152,116.412666666667,5.13333333333333
2021-10-01,20006.181,278.706666666667,0.08,21327.2666666667,1.77666666666667,119.555,118.173333333333,4.2
2022-01-01,19924.088,284.893666666667,0.12,21609.9333333333,2.00666666666667,121.205666666667,120.322666666667,3.8
2022-04-01,19895.271,291.535666666667,0.77,21669.7,2.08666666666667,122.592,122.458333333333,3.6
2022-07-01,20054.663,295.495666666667,2.19,21629.5666666667,2.24333333333333,123.996666666667,123.759666666667,3.56666666666667
2022-10-01,20182.491,298.525,3.65333333333333,21397.5,2.14333333333333,125.340333333333,124.902,3.6
2023-01-01,20282.76,301.330666666667,4.51666666666667,21065.5333333333,1.95333333333333,126.842,126.166333333333,3.5
2023-04-01,20386.467,303.351,4.99,20814.4666666667,2.09,127.995333333333,126.988333333333,3.56666666666667
